973;Flame graph;A city skyline made of fire: every building is a function, its WIDTH is the time it burns, and towers stand on the callers beneath them - your eye jumps straight to the widest blaze.;"Visualization of profiled stacks: each box is a function, width is time share, stacking shows call depth; wide plateaus are hot spots.";"perf record -g; flamegraph.pl > profile.svg / wide plateau: serialize() holds 40% of width / click a box to zoom into its callees";"Call graph - a call graph shows who-calls-whom; a flame graph adds time-proportional width for hot-spot hunting."
974;Microbenchmark traps;The lab treadmill clocks the cheetah at 100 km/h - but the JIT deleted its legwork as dead code, the track was pre-warmed, and the real street has traffic. Tiny-loop numbers lie smoothly.;Tiny-loop timings mislead: dead-code elimination, JIT warmup, warm caches, and unrealistic data produce numbers that do not transfer.;JIT removed the loop: '0.2 ns' result / use black_box(x), JMH/criterion, warmup runs / cold-cache production never matches a warm bench;"Load testing - load tests hit the whole system with realistic traffic; microbenchmarks time isolated snippets."
975;Latency vs throughput;"Widening the highway moves more cars per hour (throughput) yet no single car arrives a minute sooner (latency); the bullet-bike courier is the exact reverse.";"Latency is the time for one operation; throughput is operations completed per second - improving one can worsen the other.";latency: 20 ms per request / throughput: 5,000 req/s across the pool / bigger batches: throughput up, per-item latency up;"Bandwidth - bandwidth is the capacity ceiling for moving data; throughput is the achieved rate of completed work."
976;Percentiles vs averages;"'This river averages one meter deep,' says the sign - straight over a nine-meter trench that soaks every tenth crosser. p50 is the median crosser; p99 nearly drowned.";Report p50/p95/p99 latency rather than the mean: averages hide the slow tail that real users actually experience.;mean 45 ms looks healthy / p50 22 ms, p99 2,300 ms - tail pain revealed / set SLOs and alerts on p99, not the mean;"Median vs mean - the median (p50) is a percentile robust to outliers; the mean is dragged by extreme values."
977;Tail latency;A page fires a hundred backend calls, so nearly every visitor draws at least one snail from the deck - the slowest 1% of requests quietly becomes almost 100% of users.;At scale the slowest percentile dominates experience: a page issuing 100 calls makes most users hit at least one p99 response.;P(at least one p99) = 1 - 0.99^100 = 63% / fan-out amplifies the tail / fixes: hedged requests, timeouts, fewer calls;Average latency - the tail is invisible in the mean, yet under fan-out it defines what users feel.
978;Latency numbers ladder;Scale a 1 ns L1 hit up to one second: RAM is a minute-long walk away, an SSD read takes a day, a disk seek four months, a cross-ocean packet nearly five years. Each rung drops by powers of ten.;Know the magnitudes: L1 ~1 ns, RAM ~100 ns, same-DC hop ~0.5 ms, SSD read ~100 us, disk seek ~10 ms, cross-ocean ~150 ms.;"RAM vs L1: ~100x; disk seek vs RAM: ~100,000x / napkin math: 1M random disk seeks = hours / the ladder kills bad designs before code exists";"Big-O - Big-O counts how operations grow; the ladder prices what each single operation really costs."
979;Load testing;Before the bridge opens, engineers park a convoy of loaded trucks on it and watch the strain gauges - better to hear the groan at rehearsal than under Black Friday's crowd.;Drive the system with realistic concurrent traffic to find throughput limits, latency degradation, and breaking points before users do.;"k6 run --vus 500 --duration 10m / plot p99 versus load; find the curve's knee / soak test: 24 hours reveals the leaks";"Microbenchmark - load tests exercise the full deployed system under concurrency; microbenchmarks time code snippets."
980;Algorithmic wins first;"Don't wax the horse-cart to shave seconds - swap it for a train. Replacing the quadratic sort beats a hundred micro-shavings; a better route trumps a faster gallop.";"A better algorithm or data structure - O(n^2) to O(n log n), list scan to hash - dwarfs micro-tuning; fix complexity before constants.";membership test in loop: list O(n^2) -> set O(n) / 45-minute job drops to 12 seconds / no compiler flag buys you 200x;"Micro-optimization - shaves constant factors; an algorithmic change bends the growth curve itself."
981;Hot path focus;"The store's heat-map shows 90% of all footsteps in ONE aisle; polish that aisle's floor and leave the dusty corners alone. Waxing a corridor nobody walks wins nothing.";"A small fraction of code consumes most runtime; optimize only the measured hot path - speeding cold code buys nothing.";"profile: 3 functions burn 85% of time / optimize those; ignore the other 10,000 / 2x on an 80% path = 1.67x overall";"Amdahl's law - Amdahl supplies the math ceiling; hot-path focus is the practice of aiming where the math pays."
982;Data locality & caches;A carpenter keeps the next nails in his belt (cache line), not in a warehouse downtown (RAM): arrays march belt-to-hand, while a linked list sends him across town for every single nail.;"CPUs fetch memory in cache lines and prefetch sequential access; contiguous linear layouts run orders faster than pointer-chasing.";row-major traversal: ~4x faster than column-wise / array-of-structs -> struct-of-arrays for hot fields / linked list walk: one cache miss per node;"Application caching - that stores computed results; locality arranges data so the CPU's hardware caches hit."
983;Batching round trips;The courier stops making a hundred round trips for a hundred parcels and loads one truck: the fixed toll per trip - the network round-trip - is paid once instead of a hundred times.;Combine many small network or disk operations into one request, paying the fixed per-trip latency once instead of N times.;1,000 INSERTs -> one bulk insert / GET /users?ids=1,2,...,50 / redis: MGET / pipelined commands;"N+1 problem - N+1 is the disease (one query per item); batching is the general cure for chatty I/O."
984;Zero-copy;Instead of retyping the memo for every department, the clerk pins ONE copy to the corkboard and hands out arrows pointing at it.;Move data without duplicating buffers: sendfile, memory mapping and buffer views let the kernel or consumer read the same bytes in place.;os.sendfile(sock, f, 0, n)  # disk -> socket inside the kernel / memoryview(buf)[a:b]  # slice, no copy;"vs shallow copy (345): shallow copy still allocates a new outer object; zero-copy shares the SAME bytes through views"
985;Lazy loading;The chef cooks nothing until a dish is actually ordered - no two-hundred-course banquet prepared for a guest who only wants soup. Images below the fold stay raw until you scroll.;Defer creating or fetching a resource until first use, saving the work in the common case where it is never needed.;img loading=lazy below the fold / import heavy_module inside the rare handler / ORM relations load on first access (mind the N+1);"Eager loading - eager pays upfront to avoid later stalls and fixes N+1; lazy avoids possibly-unneeded work."
986;Allocation pressure;"Every request throws confetti (short-lived objects); soon the janitor (the GC) halts the whole party to sweep the floor. Throw less confetti, suffer fewer world-stopping sweeps.";"High rates of short-lived object allocation force frequent GC pauses; allocating less in hot loops smooths latency.";string concat in a loop -> join / builder / read into one preallocated buffer, reuse it / GC log: minor collections every 40 ms;"Memory leak - a leak is memory that never gets freed and grows; pressure is fast churn of short-lived objects triggering GC."
987;Object pooling;Instead of sewing a new tuxedo for every guest and burning it afterward, the rental shop keeps a rack: take one, wear it, return it cleaned. Beware what's left in the pockets.;Reuse expensive objects - connections, threads, buffers - from a pool instead of create-use-destroy per task, amortizing setup cost.;DB pool: 20 connections, borrow and return / thread pool executor, not thread-per-task / reset state on return or the next borrower inherits it;"Caching - a cache reuses VALUES looked up by key; a pool reuses blank capacity containers regardless of content."
988;Precomputed lookup table;"A wizard who spent one long winter writing every possible answer into a leather codex; now each question is a single page-flip while rivals re-derive from scratch.";Trade memory for time: compute all answers once at build or startup, then replace repeated work with an O(1) table lookup.;SIN = [math.sin(2*math.pi*i/1024) for i in range(1024)] / y = SIN[phase & 1023];"vs memoization (253): memoization fills the table lazily on demand; precomputation fills it entirely up front | vs caching (75x): caches evict; a lookup table is permanent"
989;Premature optimization;"The chef spends all night honing one knife to a mirror edge - before the menu is even decided; dinner turns out to be soup. The whetstone was real, the need imagined.";Optimizing before profiling, or before the design settles, trades clarity for imagined speed - Knuth's root of all evil, ~97% of the time.;"hand-rolled bit-trick loop saves 3 us per day / code now unreadable - and the bottleneck was I/O / write clear code; optimize measured hot spots";"Choosing sane algorithms upfront - picking O(n log n) is design, not prematurity; contorting code without measurements is."
990;Observability;Flying at night, the cockpit's gauges, radar, and voice recorder let you investigate questions you never planned - versus a single 'ENGINE OK?' idiot light. Three windows into one flight.;Instrument systems with logs, metrics, and traces so you can ask NEW questions about unknown failure modes without shipping code.;"logs: what happened; metrics: how much / traces: where in the request path / debug the 3 AM incident without a redeploy";"Monitoring - monitoring watches KNOWN failure modes on preset dashboards; observability lets you explore unknown ones."
991;Structured logging;The librarian swaps diary scrawl for index cards with labeled fields - user_id: 42, order: A7, ms: 340 - and suddenly a machine finds every card where ms > 1000 in seconds.;Emit logs as key-value events (JSON) with level, timestamp, and correlation IDs - machine-queryable, not prose strings.;log.info('order_placed', order_id=417, ms=92) / query: level=error AND service=checkout / versus grep-ing 'Order 417 was placed OK!!';"Metrics - a log records each discrete event in rich detail; metrics pre-aggregate cheap numbers over time."
992;Metrics: RED & USE;"The nurse carries two clipboards: for each SERVICE she charts Rate, Errors, Duration; for each ORGAN-resource (CPU-heart, RAM-lungs) Utilization, Saturation, Errors. Vitals, not anecdotes.";"Per service track Rate, Errors, Duration (RED); per resource track Utilization, Saturation, Errors (USE) - the core dashboards.";RED: req/s, 5xx %, p99 ms per endpoint / USE: CPU 85%, run-queue depth 12, IO errors / dashboards start here, not from vibes;"Logs - metrics are cheap pre-aggregated numbers for trends and alerts; logs carry per-event detail."
993;Distributed tracing;"Drop a dyed relay baton (the trace ID) into the first runner's hand; every service stamps its split time on the same baton. Read it at the finish to see exactly which leg was slow.";Propagate a trace/correlation ID across every service a request touches, recording timed spans that reconstruct the full journey.;traceparent header flows A -> B -> C / span: db.query 210 ms inside POST /checkout / answer: which hop added the extra 2 s;"Profiling - a profile aggregates CPU across all work in one process; a trace follows ONE request across service boundaries."
994;Alert on symptoms;Page the doctor when the patient cannot breathe (users see errors), not every time some enzyme twitches (CPU hits 80%). Cause-alerts cry wolf at 3 AM until nobody comes.;"Page humans on user-visible impact - error rate, latency, SLO burn - not on causes like CPU; cause signals belong on dashboards.";page: checkout error rate > 1% for 5 min / ticket, not page: disk 80% full / every page must be urgent, real, actionable;"Cause-based alerts - invaluable for diagnosis AFTER the symptom page; paging on them breeds alert fatigue."
995;SLI, SLO, error budget;"The 99.9% SLO mints a monthly jar of 43 unreliability minutes (the error budget); the team spends coins on risky launches while the jar clinks, and freezes features when it empties.";An SLI measures service health, an SLO sets its target, and the allowed shortfall - the error budget - prices how much risk to ship.;SLI: % of requests served under 300 ms / SLO: 99.9% monthly -> budget of 43 min / budget spent -> freeze features, fix reliability;"SLA - the SLA is the external contract with penalties; SLOs are stricter internal targets that protect it."
996;Health checks;The load balancer knocks on each server's door every few seconds: 'You alive? Ready for guests?' Two silences and your name quietly leaves the rotation - no guest is ever sent to the dark room.;Endpoints reporting liveness (process up - restart if not) and readiness (able to serve - else remove from rotation).;GET /healthz -> 200 (liveness) / GET /ready checks DB and dependencies / k8s: failing readiness pulls the pod from the LB;"Liveness vs readiness - liveness failure restarts the pod; readiness failure only stops traffic to it."
997;Graceful shutdown;On SIGTERM the bartender calls LAST ORDERS: door closed to newcomers, in-flight drinks finished and paid, tabs written down - then lights out. No glass is snatched mid-sip.;On SIGTERM: stop accepting new work, finish or hand off in-flight requests, flush buffers, release connections, then exit.;trap SIGTERM: server.stop_accepting() / drain in-flight (30s timeout), flush logs / k8s: readiness off -> SIGTERM -> SIGKILL after grace;"Crash-only design - that engineers safe recovery from abrupt kills; graceful shutdown avoids dropping work at all."
998;Incident response;"The fire alarm hands out hats, not blame: one incident commander decides, a scribe timestamps everything, the rest fight flames. Roll back and stop the bleeding FIRST; autopsy later.";A practiced structure for outages: clear roles - commander, comms, scribe - mitigate first, diagnose after, communicate on a cadence.;"sev1 declared; IC assigned within 5 min / mitigate first: roll back before root-causing / scribe's timeline feeds the postmortem";"Postmortem - response happens DURING the fire; the postmortem is the learning exercise after it is out."
999;Blameless postmortem;The team gathers around the fallen server like surgeons around a teaching cadaver: they dissect the system's organs, never the intern's hands. Slot 999: five nines end not in punishment but in learning.;After an incident, analyze how the SYSTEM let the failure happen - never who to punish - so people share truth and fixes compound.;doc: timeline, impact, causes, action items / ask 'what made that mistake easy?' never 'who?' / actions get owners: add canary, drill rollback;Blame-free vs accountability-free - blameless targets system causes, yet every action item still gets a named owner and deadline.
