800;Layered network models;A wedding cake at port 80's party: each tier only touches its neighbors, and the baker swaps the frosting layer without rebuilding the cake.;OSI (7-layer) and TCP/IP (4-layer) models stack protocols so each layer serves the one above and rides the one below.;"HTTP rides TCP rides IP rides Ethernet; swap Wi-Fi for Ethernet and HTTP never notices";OOP encapsulation — same word, but here it means each layer wrapping the payload in its own header.
872;Exponential backoff + jitter;After a fire alarm, the whole office counting 'ten... nine...' in unison would jam the door again — so each person rolls dice for when to walk back in.;Wait 1s, 2s, 4s... between retries and add randomness so a thousand failed clients don't re-stampede the recovering server in sync.;sleep = random(0, min(cap, base * 2^attempt)) — 'full jitter' per the AWS architecture blog;Fixed-interval retry — synchronized waves that DDoS your own dependency the moment it lifts its head.
873;Idempotency keys;A raffle counter checking name-tagged stubs: stuff the box twice and the counter shrugs — 'already have Anthony's stub' — and hands back the very same prize.;"The client sends a unique key per logical operation; the server stores the first result and replays it for duplicates — retries become safe.";"POST /charges with Idempotency-Key: ord-7f3a; timeout, retry same key, same single charge — never two";"Idempotent HTTP methods — a property of the verb's semantics; idempotency keys retrofit that safety onto POST."
874;Circuit breaker;"The fuse box in your wall: the toaster shorts, the breaker snaps OFF so the house doesn't burn; later you flick it halfway and listen for sizzling before restoring power.";"After enough consecutive failures the breaker opens and fails calls instantly; after a cool-down, half-open trial requests test recovery.";"5 failures in 10s opens for 30s (instant 503s, zero calls); half-open lets 1 probe through; success closes";"Retry — keeps hammering a failing dependency; the breaker's whole point is to STOP calling and fail fast."
875;Bulkhead;A ship's hold divided by steel walls: the torpedoed compartment floods to the ceiling while sailors in the next one stay dry and keep stoking the engines.;Partition resources (thread pools, connections) per dependency so one drowning downstream cannot sink the whole service — ship-compartment style.;10 threads reserved for the payment API, 10 for search: payments hang, search still answers;"Circuit breaker — trips on failures over time; bulkheads statically cap blast radius before anything fails."
876;Graceful degradation;A restaurant out of gas: the kitchen serves cold cuts and salads by candlelight rather than bolting the doors — diners eat, just humbler.;When a dependency fails, serve a reduced but working experience — cached data, defaults, hidden features — instead of a whole-page error.;"Recommendations down: show bestsellers; avatar service down: initials in a colored circle";"Failover — replaces the failed component with a spare; degradation accepts the loss and trims the product."
877;Backpressure;A sushi conveyor where the chef watches the belt: plates pile up in front of a slow eater and the chef stops cutting — no plate ever avalanches to the floor.;Consumers signal or enforce their capacity upstream so producers slow down, instead of buffering unboundedly until memory dies.;TCP rwnd, Reactive Streams request(n), Kafka poll pacing, bounded queues that block producers;"Load shedding — dropping excess work at the door; backpressure instead asks the source to slow down."
878;Load shedding;A sinking hot-air balloon crew hurling sandbags — and the gift-shop cargo — overboard so the basket with passengers clears the mountain ridge.;Under overload, deliberately reject low-priority work fast (429/503) so remaining capacity keeps serving what matters most.;"At 90% CPU return 429 to anonymous traffic, keep checkout flows; 5% errors beat 100% meltdown";"Rate limiting — per-client fairness enforced always; shedding is global triage only during overload."
879;Retry storms & thundering herd;A vending machine eats one coin and the entire stadium queues up to kick it simultaneously — the machine, nearly fixed, is now flattened against the wall.;Synchronized retries or one expired hot cache key stampede a struggling backend, turning a blip into an outage — jitter, caps, and coalescing calm it.;"Homepage cache key expires; 10k requests miss at once and hit the DB; fix: request coalescing, jittered TTLs";"Ordinary traffic spike — organic demand; a herd is self-inflicted synchronization of your own clients and retries."
880;Vertical vs horizontal scaling;Grace Hopper's farm: don't breed a bigger ox — hitch up 1024 chickens, then spend the rest of your days herding chickens.;"Scale up buys a bigger machine (simple, ceiling-bound); scale out adds more machines (no ceiling, but coordination becomes your problem).";"Up: db.r5.large to db.r5.24xlarge; Out: 3 app servers to 30 behind a load balancer";"Stateless vs stateful scale-out — stateless multiplies trivially; databases scale out only via sharding/replication pain."
881;Stateless services scale;Fast-food cashiers who are all literally the same cloned person: any till, any customer, mid-order swap — nobody notices, because the order lives on the ticket, not in a head.;Servers keeping no local session state are interchangeable: any instance serves any request, so you add clones and kill them freely.;"Sessions in Redis or JWTs, files in S3; kubectl scale deploy web --replicas=50 just works";"Stateless protocol (HTTP) — a protocol property; here it's the SERVER holding no per-user state between requests."
882;Load balancer;A maitre d' at a food court glancing at every kitchen's queue and pointing each arriving diner to a counter — diners believe there's one restaurant.;A front door distributing requests across healthy backends, hiding how many exist — L4 balances connections, L7 routes on HTTP content.;"nginx upstream { server app1; server app2; }; AWS ALB is L7, NLB is L4";"Reverse proxy — the same seat at the door; 'load balancer' emphasizes distribution across many backends."
883;Load-balancing algorithms;Three casino dealers: one deals strictly clockwise (round robin), one always serves the emptiest table (least-conn), one seats each regular at 'their' table forever (hash).;"Round robin rotates evenly; least-connections favors the idlest backend; consistent hashing pins a key to a server for cache affinity.";"nginx: least_conn; or hash $request_uri consistent; plain RR suffers when request costs vary wildly";Sticky sessions — a routing constraint bolted onto any algorithm, not an algorithm itself.
884;Sticky sessions smell;A hair salon where your file lives in one stylist's drawer: her queue snakes out the door while others idle, and when she's sick your history is locked in.;Pinning users to the server holding their session breaks even balancing, autoscaling, and painless deploys — externalize the state instead.;"LB cookie pins users to app3; app3 dies and they're all logged out; fix: sessions in Redis";"Cache affinity via consistent hashing — a deliberate performance choice; stickiness papers over state that shouldn't be local."
885;Load balancer health probes;"A stage manager peeking into each dressing room before curtain: actor unconscious — call medics (liveness); actor alive but half-dressed — hold their entrance (readiness).";The balancer or orchestrator probes each instance — liveness (restart me) vs readiness (don't route to me) — and pulls failures from rotation.;"GET /healthz must return 200 in 2s; k8s readinessProbe gates traffic, livenessProbe restarts the pod";"Heartbeats — the node announces its own liveness; health checks are the platform actively probing it. | cf. 996 Health checks (déjà pris): 885 is the balancer's routing decision; 996 the endpoint your service exposes"
886;CDN;Instead of one bakery in Ohio shipping every croissant worldwide, identical corner bakeries in every city bake from the master recipe — your croissant is always warm and local.;A geographically spread cache network serving content from a PoP near the user — origin offload plus latency cut against the speed of light.;Cloudflare/CloudFront: a user in Tokyo gets app.js from the Tokyo PoP in 12ms instead of 180ms from origin;"Anycast/geo load balancing — routes you to a nearby region; the CDN also stores the content there."
887;Edge caching & invalidation;Corkboards in every city square, posters glued with dated varnish: year-long varnish for numbered art prints (hashed assets), one-minute paste for headlines — plus a 'purge!' hotline to steam posters off early.;Edge caches obey TTLs and purge APIs: fingerprinted immutable assets cache forever, HTML stays short-lived — invalidation is the hard part.;"app.3f9c.js: max-age=31536000, immutable; index.html: max-age=60; each deploy purges /index.html";"Browser cache — one private copy per user; edge caches are shared across users and centrally purgeable."
888;Reverse proxy;A butler answering the mansion's single front door: he takes every visitor's coat (TLS), decides which wing serves them, and no guest ever learns the servants' corridors.;A server in front of your backends terminating TLS and forwarding requests — one place for routing, compression, caching, and shielding origins.;"nginx: listen 443 ssl; location /api { proxy_pass http://backend:3000; }";"Forward proxy — sits in front of CLIENTS hiding them from servers; a reverse proxy fronts servers hiding them from clients."
889;Autoscaling;An accordion band that hires extra players mid-song as the crowd swells and quietly sends them home at midnight — the sheet music (target: 60% CPU) conducts the hiring.;The platform adds or removes instances from metrics (CPU, queue depth, RPS) toward a target — capacity follows demand within min/max bounds.;"k8s HPA: target 60% CPU, min 3, max 30 replicas; scale up fast, scale down slowly to avoid flapping";"Load balancing — spreads traffic across existing capacity; autoscaling changes how much capacity exists."
890;Message queue decoupling;"A restaurant order rail: waiters clip tickets and rush off; cooks pull tickets when a burner frees up. Neither waits staring at the other, and the rail absorbs the lunch rush.";"Producers enqueue and move on; consumers process at their own pace — the broker buffers bursts and decouples uptime and speed of both sides.";"checkout -> SQS 'orders' -> email worker; email service down 1h means a backlog, not lost sales";"Synchronous RPC — the caller blocks on the callee's health and speed; a queue converts calls into buffered work."
891;Queue vs log (Kafka);A paper-shredder inbox (queue: read it, shred it) vs a ship captain's logbook (log: entries eternal, each officer reading with their own bookmark, free to flip back years).;"A queue deletes each message once consumed; a log appends immutably and consumers track their own offsets — a replayable multi-reader history.";"RabbitMQ: message gone after ack; Kafka: 7-day retention, a new consumer replays from offset 0";"A queue emulated on Kafka — retention and compaction differ; the log's essence is consumer-owned offsets over immutable records."
892;Consumer groups;"Two rival newspaper crews at one printing press: within a crew, reporters divide the city's districts (partitions); each crew still covers the WHOLE city on its own.";"Consumers sharing a group id split a topic's partitions among themselves for parallelism; separate groups each get the full stream independently.";"Topic with 12 partitions, group 'billing' has 3 consumers so 4 partitions each; group 'audit' also reads all 12";Competing consumers on one queue — same work-splitting, but groups add per-group full-stream fan-out.
893;At-most-once delivery;A waiter who shreds the order ticket the instant he tears it off the rail — trip on the way to the kitchen and that table's dinner simply never existed.;Fire-and-forget or ack-before-processing: no duplicates ever, but a crash between receive and process silently loses the message.;"Consumer commits the offset, THEN processes; crash mid-process and the message is never seen again";At-least-once — flips the order (process, then ack): nothing lost, duplicates possible.
894;At-least-once delivery;A nagging courier who redelivers the parcel every day until you sign: miss his visit and tomorrow brings the same box — sometimes two, so check your shelf before unboxing.;"Ack only after processing; failures cause redelivery, so nothing is lost but duplicates arrive — consumers must be idempotent.";"process(msg) THEN commit offset; crash between the two means redelivery on restart; handler dedupes by id";"At-most-once — acks first and risks loss; at-least-once risks repeats instead, and is the usual default."
895;Exactly-once processing;The relentless courier again — but your door keeps a signature ledger: second identical parcel, one glance at the ledger, no signature, and the effects happen once no matter how many knocks.;Effectively-once: at-least-once delivery made harmless via idempotent writes, dedup keys, or transactions spanning processing and offset commit.;"Kafka transactions: consume-process-produce with offsets committed atomically; or UPSERT keyed by event id";"Exactly-once DELIVERY — impossible over lossy networks; you engineer once-only EFFECTS, not once-only arrival."
896;Ordering & partitions;A bank with a separate teller line per surname letter: everything for 'Smith' happens in strict order in the S line, but whether Smith or Jones goes first overall, nobody can say.;"Kafka guarantees order only within a partition; same key means same partition means ordered — global order across partitions doesn't exist.";"key=account_id keeps each account's events ordered; events across accounts interleave arbitrarily";"Total ordering — needs a single partition (killing parallelism) or consensus; per-key order is the scalable contract."
897;Dead-letter queue;The post office's dead-letter room: after three failed deliveries the cursed parcel goes to a shelf under a bare bulb where an inspector opens it with tongs — and the trucks keep rolling.;Messages failing after N processing attempts are parked in a side queue for inspection and replay, so one poison message can't block the pipeline.;"SQS redrive policy: maxReceiveCount=3 sends to DLQ; alarm on DLQ depth; replay after the bugfix";"Retry queue — delayed re-attempts still bound for the main flow; the DLQ is the terminal quarantine."
898;Outbox pattern;"A merchant who, in the same pen stroke, records the sale in his ledger AND drops a sealed letter in the shop's outbox tray; the mail boy empties the tray on his rounds — ledger and letters can never disagree.";"Write the business change and an outbox event row in one DB transaction; a relay publishes rows to the broker — no dual-write inconsistency.";"BEGIN; INSERT order; INSERT outbox(event); COMMIT; then Debezium or a poller ships outbox rows to Kafka";"Dual write (DB then publish) — a crash between the two writes loses or orphans the event; the outbox rides one transaction."
899;Consumer lag;A treadmill piling unread newspapers at its end faster than you read: the teetering stack's height IS your lag, and it either shrinks or buries you.;The gap between the log's newest offset and a group's committed offset — the backlog metric showing consumers aren't keeping up.;kafka-consumer-groups --describe shows LAG 1240000 on partition 3: add consumers or fix the slow handler;"Replication lag — followers behind a leader database; consumer lag is processing behind the head of a stream."
