300;Function;A juicer bolted to the counter: fruit in the top, juice out the spout — same fruit, same juice, every pull of the lever.;A named, reusable block of code that takes inputs and produces an output when called.;def area(w, h): / return w * h / area(3, 4) # 12;Method — a function bound to an object, called via an instance (obj.f()) rather than free-standing.
381;Option / Maybe;A ring box that might be empty: the box's very shape forces you to open it and look before proposing — you cannot slide an unopened box onto a finger.;A container holding either one value (Some/Just) or nothing (None/Nothing), forcing callers to acknowledge absence in the type.;def find(uid) -> Optional[User]: ... / u = find(7) / if u is not None: greet(u);"null — an unmarked landmine any reference may hide; Option marks possible absence in the type and demands unwrapping."
382;Result / Either;An exam envelope containing either a diploma or a red-inked page listing exactly which questions you failed — never both, never empty.;A container holding success (Ok/Right) or failure with a reason (Err/Left) — like Option, but the empty case carries an explanation.;fn parse(s: &str) -> Result<i32, ParseError> / match parse(x) { Ok(n) => use_it(n), Err(e) => log(e) };"Option — models absence with no reason attached; Result's failure branch carries the error details."
383;map on containers;A lab glovebox: your bare hands work on whatever sits inside through sealed rubber gloves — and if the chamber is empty, your hands just wave in the void, no harm done.;"Apply a plain function inside the container without opening it: Some(2).map(sq) is Some(4); None and Err pass through untouched.";found.map(lambda u: u.email) # Option stays Option / Ok(2).map(sq) # Ok(4) / Err(e).map(sq) # Err(e), untouched;"flatMap — for functions that themselves return a container; plain map would double-wrap their result."
384;flatMap / bind;The matryoshka customs desk: each checkpoint tries to slip your doll inside another doll, but the officer instantly cracks the outer shell so you always walk on carrying exactly one doll.;"Chain a container-returning function without nesting: flatMap flattens one layer so Option-of-Option never forms; also called bind or and_then.";user.flatMap(get_cart).flatMap(checkout) / # with plain map: Some(Some(Some(...))) nesting;"map — lifts a plain-value function; reach for flatMap when the function returns Some/Ok itself."
385;Functor;A FUN-house mirror hall: whoever walks through gets transformed head to toe, but the hall itself — doors, length, lighting — never changes shape.;Any context you can map over while preserving its structure — lists, Option, Result, promises — obeying identity and composition laws.;[1, 2, 3] mapped with sq -> [1, 4, 9] # same length / Some(2) mapped with sq -> Some(4) # same shape;"Monad — a functor that also has flatten/bind for chaining; every monad is a functor, not vice versa."
386;Applicative;Two sealed test tubes clicked into a mixing machine — one holds a chemical, the other a recipe slip — and the machine combines them without ever unsealing either tube on the bench.;A functor that can also wrap plain values (pure) and apply a wrapped function to a wrapped value, combining independent contexts.;"-- Haskell validation / User <$> okName <*> okAge / -- both checked; failures can accumulate";"Monad — sequences dependent steps where the next needs the previous result; applicative combines independent ones."
387;Monad;A subway line where every station might eject you: one swipe (bind) carries you station to station, and if any gate slams you leave the whole line — the track itself handles the plumbing between stops.;A context with wrap (unit) and chain (bind), letting context-returning steps sequence cleanly — a programmable semicolon.;Some(u).flatMap(cart).flatMap(pay).flatMap(receipt) / # any None short-circuits the whole chain;"Functor/applicative — weaker powers; only a monad lets one step's output decide the next step's context."
388;Railway-oriented programming;"A model train on twin rails: the green rail runs through every station's machinery; at the first jam a switch shunts the train onto the red rail, which glides past all remaining stations straight to the report desk.";Model a workflow as a two-track railway: data speeds down the success track and any failure switches it to a parallel error track that bypasses the rest.;result = (validate(inp) / .and_then(save) / .and_then(notify)) # an Err skips ahead;"try/except around everything — one catch-all jump; ROP threads the failure through typed returns step by step."
389;Unwrap and defaults;"Opening the maybe-empty ring box at the altar: unwrap_or slips a backup candy ring from your pocket; bare unwrap faints in front of everyone if the box is empty.";Boundary escape hatches: getOrElse/unwrap_or supply a fallback value, while bare unwrap asserts success and crashes on the empty case.;port = cfg_port.unwrap_or(8080) / val = opt.unwrap() # panics if None / x = d.get('k', 0) # dict default;"flatMap chaining — stays inside the container's safety; unwrap ends it and returns to plain values."
390;Static vs dynamic typing;"Two airlines: Static Air x-rays every bag at check-in so bad bags never board; Dynamic Air opens bags mid-flight, and some explode over the ocean.";"Static: types checked before the program runs, via annotations or inference; dynamic: values carry types and checks happen mid-run.";"let n: number = 'hi' // TS: compile error / n = 'hi'; n + 5 # Python: TypeError at runtime";"Strong vs weak — how strictly types coerce, an independent axis; Python is dynamic AND strong."
391;Strong vs weak typing;"Two blenders: the strong one jams and beeps when a fork falls into the smoothie; the weak one cheerfully liquefies the fork and serves it to you.";"Strong: operations on mismatched types fail loudly; weak: the language silently coerces — '5' + 3 errors in Python, yields '53' in JS.";'5' + 3 # Python: TypeError (strong) / '5' + 3 // JS: '53' (weak coercion);"Static vs dynamic — when checks happen; strong/weak is how strict conversions are. JS is dynamic AND weak."
392;Type inference;A tiny Sherlock living in your margins: from a single ash flake — the literal 5 — he writes 'integer' in his notebook and shadows that variable through the whole file, deducing every step.;The compiler deduces types from usage so you get full static safety without writing annotations — let n = 5 is known to be an int.;"let xs = vec![1, 2, 3]; // Rust infers Vec<i32> / val s = ""hi"" // Kotlin infers String";"Dynamic typing — no compile-time types at all; inference is static typing, just written for you."
393;Generics;A cookie cutter stamped <T> forged from memory-metal: press it into dough, clay, or snow and it becomes a dough-cutter, clay-cutter, snow-cutter — never mixing crumbs between them.;Write code once over a type parameter T and use it at many concrete types with full type safety — parametric polymorphism.;def first(xs: list[T]) -> T: return xs[0] / Box<int> and Box<str> share one Box<T> code;"Any/object — also fits everything but erases type info; generics preserve the link between input and output types."
394;Duck typing;A duck-call contest judged blindfolded: a robot, a comedian, and an actual duck all advance, because the judge only ever listens for the quack().;Dynamic-language polymorphism: any object with the right methods works, checked only at the call — if it quacks, it's a duck.;"def feed(a): a.quack() / feed(Duck()); feed(RobotDuck()) # both fine / feed(Cat()) # AttributeError at runtime";"Structural typing — the same shape-based idea verified statically at compile time; duck typing fails at runtime."
395;Structural typing;A locksmith checks keys by holding them against a traced silhouette: any key with the same teeth opens the door — nobody asks which factory forged it.;Compatibility by shape: a value satisfies a type if it has the required members, no declaration needed — checked statically (TypeScript, Go).;interface Named { name: string } / const p = { name: 'Ann', age: 3 } / greet(p) // TS: OK, the shape fits;"Nominal typing — requires the declared name or lineage; structural inspects only members. Duck typing is its runtime cousin."
396;Nominal typing;A pedigree dog show: your mutt may look identical to the champion poodle, but no papers, no entry — the judge reads bloodline certificates, never fur.;Compatibility by declared name and lineage: identically shaped types stay distinct unless one explicitly declares the relationship (Java, C#).;"class Meters { double v; } / class Feet { double v; } / // Java: not interchangeable despite same shape";"Structural typing — same shape means compatible; nominal demands the explicit name or inheritance link."
397;Variance;"A cat cafe with two chutes: the OUT chute hands you cats, so a cat-dispenser counts as an animal-dispenser (covariant); the IN chute takes food, where an any-animal feeder serves the cats fine — the arrow flips (contravariant).";How subtyping flows through generics: covariant preserves direction (producers/outputs), contravariant flips it (consumers/inputs), invariant allows neither.;Iterable[Cat] -> Iterable[Animal] # covariant / Handler[Animal] -> Handler[Cat] # contravariant / list[Cat] is NOT list[Animal] # invariant;"Plain subtyping — Cat vs Animal; variance asks whether Box[Cat] relates to Box[Animal] at all."
398;Gradual typing;Renovating a dark house one room at a time: each rewired room gets bright inspection lighting while the rest stays candlelit but livable — you never have to move out.;"Mix dynamic and static code in one program, adding annotations incrementally; unannotated parts stay dynamic (TypeScript, Python + mypy).";def area(r: float) -> float: ... # checked / def legacy(x): ... # still dynamic, coexists;"Hints without a checker — decorative comments in effect; gradual typing actually enforces the annotated parts."
399;Kinds of polymorphism;Three actors each play 'the doctor' for one night: a mime who fits any script unchanged (parametric), a quick-change artist with a costume per audience (ad-hoc), and the understudy dynasty inheriting the role (subtype).;One interface, many types, three routes: parametric (generics), ad-hoc (overloading/typeclasses), and subtype (inheritance/interfaces).;"first(xs) # parametric: works for any T / 1 + 1; 'a' + 'b' # ad-hoc: + overloaded per type / animal.speak() # subtype dispatch";"Overloading vs overriding — overloading is ad-hoc, resolved by argument types; overriding powers subtype dispatch."
